hourly_wage,staff_role,race,education,birth_year,depression,staff_age,staff_age_new,hr_wage_new
12.07,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1969,3,50,Between 41 and 50,Between $11 and $20
10.66666666667,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1958,0,61,More than 51,NA
13,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1992,0,27,Between 20 and 40,Between $11 and $20
11.538461538469999,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1967,6,52,More than 51,Between $11 and $20
15,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1968,1,51,More than 51,Between $11 and $20
24.59749552773,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1971,5,48,Between 41 and 50,Between $21 and $30
7.55,"(2) Teacher, instructor, or lead teacher",NA,(4) High school graduate,1991,0,28,Between 20 and 40,Less than $10
7.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1993,3,26,Between 20 and 40,Less than $10
12,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1993,1,26,Between 20 and 40,Between $11 and $20
17.56,(1) Aide or assistant teacher,(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1993,5,26,Between 20 and 40,Between $11 and $20
12.5,(1) Aide or assistant teacher,(1) White Only,(8) Graduate or professional degree,1960,2,59,More than 51,Between $11 and $20
9.5,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1986,3.5,33,Between 20 and 40,Less than $10
13,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1991,5,28,Between 20 and 40,Between $11 and $20
15,(1) Aide or assistant teacher,(2) Black or African American Only,"(6) Associate degree (AA, AS)",1985,2.333333333333,34,Between 20 and 40,Between $11 and $20
10,(1) Aide or assistant teacher,(1) White Only,(8) Graduate or professional degree,1969,8.166666666667,50,Between 41 and 50,Less than $10
23.8,(1) Aide or assistant teacher,NA,"(7) Bachelor's degree (BA, BS, AB)",NA,NA,NA,NA,Between $21 and $30
21.546,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1972,2,47,Between 41 and 50,Between $21 and $30
17,"(2) Teacher, instructor, or lead teacher",(8) Other,(8) Graduate or professional degree,1990,0,29,Between 20 and 40,Between $11 and $20
13.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1986,8,33,Between 20 and 40,Between $11 and $20
12.16216216217,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1962,0,57,More than 51,Between $11 and $20
9.44444444445,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1973,0,46,Between 41 and 50,Less than $10
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1978,2,41,Between 41 and 50,Less than $10
21.36752136753,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1965,1,54,More than 51,Between $21 and $30
11.5,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1991,3,28,Between 20 and 40,Between $11 and $20
33.33333333334,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1981,1.166666666667,38,Between 20 and 40,More than $31
11.51,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1981,3,38,Between 20 and 40,Between $11 and $20
27.48538011696,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1972,2,47,Between 41 and 50,Between $21 and $30
NA,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1950,1,69,More than 51,NA
9,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1975,5,44,Between 41 and 50,Less than $10
16.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1978,1,41,Between 41 and 50,Between $11 and $20
25.86538461539,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1963,2,56,More than 51,Between $21 and $30
NA,(1) Aide or assistant teacher,(2) Black or African American Only,(4) High school graduate,1950,1,69,More than 51,NA
12,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1980,10,39,Between 20 and 40,Between $11 and $20
32,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1971,7,48,Between 41 and 50,More than $31
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"(2) Teacher, instructor, or lead teacher",(8) Other,(4) High school graduate,1998,1,21,Between 20 and 40,NA
15.25,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1968,0,51,More than 51,Between $11 and $20
16.67289473685,(1) Aide or assistant teacher,(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1980,5,39,Between 20 and 40,Between $11 and $20
17,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1968,0,51,More than 51,Between $11 and $20
13,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1972,0,47,Between 41 and 50,Between $11 and $20
13.75,(1) Aide or assistant teacher,NA,(5) Some college credit but no degree,NA,NA,NA,NA,Between $11 and $20
25,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1968,1,51,More than 51,Between $21 and $30
14,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(6) Associate degree (AA, AS)",1986,1,33,Between 20 and 40,Between $11 and $20
11.77,(1) Aide or assistant teacher,NA,"(6) Associate degree (AA, AS)",1996,1,23,Between 20 and 40,Between $11 and $20
21.9,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1958,0,61,More than 51,Between $21 and $30
NA,NA,NA,NA,NA,NA,NA,NA,NA
12.5,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1995,1,24,Between 20 and 40,Between $11 and $20
12,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1980,0,39,Between 20 and 40,Between $11 and $20
22,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1980,1,39,Between 20 and 40,Between $21 and $30
17.5,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1993,15,26,Between 20 and 40,Between $11 and $20
15.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1970,0,49,Between 41 and 50,Between $11 and $20
17.56756756757,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1975,4,44,Between 41 and 50,Between $11 and $20
NA,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1986,1,33,Between 20 and 40,NA
13,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1958,3,61,More than 51,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
12.775,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1991,0,28,Between 20 and 40,Between $11 and $20
15.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1979,1,40,Between 20 and 40,Between $11 and $20
16.99,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1971,3,48,Between 41 and 50,Between $11 and $20
20.5,"(2) Teacher, instructor, or lead teacher",NA,(5) Some college credit but no degree,1982,3,37,Between 20 and 40,NA
20,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1983,1,36,Between 20 and 40,Between $11 and $20
NA,(1) Aide or assistant teacher,(2) Black or African American Only,(5) Some college credit but no degree,1973,0,46,Between 41 and 50,NA
8.5,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1998,0,21,Between 20 and 40,Less than $10
NA,NA,NA,NA,NA,NA,NA,NA,NA
10.25,(1) Aide or assistant teacher,(3) Asian Only,(5) Some college credit but no degree,1990,0,29,Between 20 and 40,NA
10.35,(1) Aide or assistant teacher,NA,(4) High school graduate,1950,1,69,More than 51,NA
13.75,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1980,3,39,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1994,0,25,Between 20 and 40,Less than $10
10,(1) Aide or assistant teacher,(2) Black or African American Only,(4) High school graduate,1992,1,27,Between 20 and 40,Less than $10
10.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1993,0,26,Between 20 and 40,NA
20.95,"(2) Teacher, instructor, or lead teacher",NA,"(6) Associate degree (AA, AS)",1958,0,61,More than 51,NA
9.14285714286,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(1) Less than High School,1971,0,48,Between 41 and 50,Less than $10
13.5,"(2) Teacher, instructor, or lead teacher",NA,"(6) Associate degree (AA, AS)",1990,0,29,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1994,0,25,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
17.31,"(2) Teacher, instructor, or lead teacher",NA,(5) Some college credit but no degree,1964,1,55,More than 51,Between $11 and $20
19.11,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1978,3,41,Between 41 and 50,Between $11 and $20
58.33333333334,(1) Aide or assistant teacher,(2) Black or African American Only,"(6) Associate degree (AA, AS)",1958,6,61,More than 51,More than $31
12,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1968,1,51,More than 51,Between $11 and $20
12.6,"(2) Teacher, instructor, or lead teacher",(8) Other,(5) Some college credit but no degree,1969,3,50,Between 41 and 50,Between $11 and $20
7.25,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1993,1,26,Between 20 and 40,Less than $10
11.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1998,2,21,Between 20 and 40,Between $11 and $20
8.75,(1) Aide or assistant teacher,(2) Black or African American Only,(5) Some college credit but no degree,1950,0,69,More than 51,Less than $10
12.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1995,0,24,Between 20 and 40,Between $11 and $20
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,(3) GED or high school equivalency,1986,0,33,Between 20 and 40,Less than $10
11,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1981,0,38,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
15.85,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1971,0,48,Between 41 and 50,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
12.5,"(2) Teacher, instructor, or lead teacher",(8) Other,"(7) Bachelor's degree (BA, BS, AB)",1985,7,34,Between 20 and 40,Between $11 and $20
15,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1983,6,36,Between 20 and 40,Between $11 and $20
9.09090909091,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1984,0,35,Between 20 and 40,Less than $10
9,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,NA,NA,NA,NA,Less than $10
18,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1982,2.333333333333,37,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1988,3,31,Between 20 and 40,Less than $10
10.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1996,0,23,Between 20 and 40,NA
16.66666666667,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1958,6,61,More than 51,Between $11 and $20
11,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1979,2,40,Between 20 and 40,Between $11 and $20
22.375,(1) Aide or assistant teacher,(8) Other,"(6) Associate degree (AA, AS)",1988,0,31,Between 20 and 40,Between $21 and $30
NA,NA,NA,NA,NA,NA,NA,NA,NA
10.83333333334,(1) Aide or assistant teacher,(2) Black or African American Only,"(6) Associate degree (AA, AS)",1961,0,58,More than 51,NA
NA,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1950,0,69,More than 51,NA
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1965,3,54,More than 51,Between $11 and $20
12.7,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1995,5,24,Between 20 and 40,Between $11 and $20
16,(1) Aide or assistant teacher,NA,(8) Graduate or professional degree,NA,0,NA,NA,Between $11 and $20
25,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1975,9,44,Between 41 and 50,Between $21 and $30
15.71428571429,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1993,8,26,Between 20 and 40,Between $11 and $20
13.1,"(2) Teacher, instructor, or lead teacher",(8) Other,"(6) Associate degree (AA, AS)",1977,4,42,Between 41 and 50,Between $11 and $20
12,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1979,0,40,Between 20 and 40,Between $11 and $20
9,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1969,7,50,Between 41 and 50,Less than $10
14,(1) Aide or assistant teacher,NA,(5) Some college credit but no degree,1989,9,30,Between 20 and 40,Between $11 and $20
7,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1989,3,30,Between 20 and 40,Less than $10
9.3125,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1993,8,26,Between 20 and 40,Less than $10
10.25,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1963,0,56,More than 51,NA
12.5,"(2) Teacher, instructor, or lead teacher",(8) Other,(5) Some college credit but no degree,1986,0,33,Between 20 and 40,Between $11 and $20
9,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1998,2,21,Between 20 and 40,Less than $10
20,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1961,3,58,More than 51,Between $11 and $20
NA,(1) Aide or assistant teacher,(2) Black or African American Only,(1) Less than High School,1950,0,69,More than 51,NA
NA,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1950,2,69,More than 51,NA
11.1,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1977,0,42,Between 41 and 50,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
56.66666666667,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1970,2,49,Between 41 and 50,More than $31
NA,NA,NA,NA,NA,NA,NA,NA,NA
15.78947368422,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1994,6,25,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"(2) Teacher, instructor, or lead teacher",NA,"(6) Associate degree (AA, AS)",NA,NA,NA,NA,Between $11 and $20
13.76,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1980,0,39,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1994,1,25,Between 20 and 40,Between $11 and $20
9,(1) Aide or assistant teacher,(1) White Only,(8) Graduate or professional degree,1992,0,27,Between 20 and 40,Less than $10
